Date ,Route Name,Route Name (English),Station Name,Station Name (English),Boarding Passengers,Leaving Passengers,Recorded Date,,,Route Name,Route Name (English),,Station Name,Station Name (English)
20251203,1호선,Line 1,종각,Jonggak,46355,43146,20251206,,,,,,,
20251203,1호선,Line 1,종로3가,Jongno 3(sam)-ga,24461,22381,20251206,,,,,,,
20251203,1호선,Line 1,종로5가,Jongno 5(o)-ga,24098,23034,20251206,,,,,,,
20251203,1호선,Line 1,동대문,Dongdaemun,12067,11590,20251206,,,,,,,
20251203,1호선,Line 1,신설동,Sinseol-dong,15469,15170,20251206,,,,,,,
20251203,1호선,Line 1,제기동,Jegi-dong,15205,15287,20251206,,,,,,,
20251203,1호선,Line 1,청량리(서울시립대입구),Cheongnyangni (University of Seoul),23058,22586,20251206,,,,,,,
20251203,1호선,Line 1,동묘앞,Dongmyo,8231,8455,20251206,,,,,,,
20251203,2호선,Line 2,시청,City Hall,32476,30473,20251206,,,,,,,
20251203,2호선,Line 2,을지로입구,Euljiro 1(il)-ga,56918,58849,20251206,,,,,,,
20251203,2호선,Line 2,을지로3가,Euljiro 3(sam)-ga,28590,28138,20251206,,,,,,,
20251203,2호선,Line 2,을지로4가,Euljiro 4(sa)-ga,16171,15667,20251206,,,,,,,
20251203,2호선,Line 2,동대문역사문화공원(DDP),Dongdaemun History & Culture Park (DDP),15066,17476,20251206,,,,,,,
20251203,2호선,Line 2,신당,Sindang,16586,17314,20251206,,,,,,,
20251203,2호선,Line 2,상왕십리,Sangwangsimni,15926,15873,20251206,,,,,,,
20251203,2호선,Line 2,왕십리(성동구청),Wangsimni (Seongdong-gu Office),17945,15982,20251206,,,,,,,
20251203,2호선,Line 2,한양대,Hanyang University,16917,18246,20251206,,,,,,,
20251203,2호선,Line 2,뚝섬,Ttukseom,26441,28250,20251206,,,,,,,
20251203,2호선,Line 2,성수,Seongsu,54996,58936,20251206,,,,,,,
20251203,2호선,Line 2,건대입구,Konkuk Univ,38190,39629,20251206,,,,,,,
20251203,2호선,Line 2,구의(광진구청),Guui (Gwangjin-gu Office),30728,30417,20251206,,,,,,,
20251203,2호선,Line 2,강변(동서울터미널),Gangbyeon (East Seoul Bus Terminal),26246,23140,20251206,,,,,,,
20251203,2호선,Line 2,잠실나루,Jamsilnaru,16719,16036,20251206,,,,,,,
20251203,2호선,Line 2,잠실(송파구청),Jamsil (Songpa-gu Office),82417,82171,20251206,,,,,,,
20251203,2호선,Line 2,잠실새내,Jamsilsaenae,25219,24387,20251206,,,,,,,
20251203,2호선,Line 2,종합운동장,Sports Complex,9127,9924,20251206,,,,,,,
20251203,2호선,Line 2,삼성(무역센터),Samseong (World Trade Center),65684,65594,20251206,,,,,,,
20251203,2호선,Line 2,선릉,Seolleung,67395,59124,20251206,,,,,,,
20251203,2호선,Line 2,역삼,Yeoksam,61875,69094,20251206,,,,,,,
20251203,2호선,Line 2,강남,Gangnam,89609,86765,20251206,,,,,,,
20251203,2호선,Line 2,교대(법원.검찰청),Seoul Nat'l Univ. of Education,35738,42649,20251206,,,,,,,
20251203,2호선,Line 2,서초,Seocho,25425,25261,20251206,,,,,,,
20251203,2호선,Line 2,방배,Bangbae,21339,21554,20251206,,,,,,,
20251203,2호선,Line 2,사당,Sadang,45482,49053,20251206,,,,,,,
20251203,2호선,Line 2,낙성대(강감찬),Nakseongdae (Gang Gam-chan),29943,29419,20251206,,,,,,,
20251203,2호선,Line 2,서울대입구(관악구청),Seoul Nat'l Univ. (Gwanak-gu Office),50746,48552,20251206,,,,,,,
20251203,2호선,Line 2,봉천,Bongcheon,26831,25400,20251206,,,,,,,
20251203,2호선,Line 2,신림,Sillim,59116,57887,20251206,,,,,,,
20251203,2호선,Line 2,신대방,Sindaebang,26211,25606,20251206,,,,,,,
20251203,2호선,Line 2,구로디지털단지,Guro Digital Complex,63934,63584,20251206,,,,,,,
20251203,2호선,Line 2,대림(구로구청),Daerim (Guro-gu Office),25244,25936,20251206,,,,,,,
20251203,2호선,Line 2,신도림,Sindorim,52369,50247,20251206,,,,,,,
20251203,2호선,Line 2,문래,Mullae,26204,26685,20251206,,,,,,,
20251203,2호선,Line 2,영등포구청,Yeongdeungpo District Office,26086,26505,20251206,,,,,,,
20251203,2호선,Line 2,당산,Dangsan,20303,23574,20251206,,,,,,,
20251203,2호선,Line 2,합정,Hapjeong,32151,34152,20251206,,,,,,,
20251203,2호선,Line 2,홍대입구,Hongik University,67461,70717,20251206,,,,,,,
20251203,2호선,Line 2,신촌,Sinchon,40333,40834,20251206,,,,,,,
20251203,2호선,Line 2,이대,Ewha Womans University,19692,21474,20251206,,,,,,,
20251203,2호선,Line 2,아현,Ahyeon,12378,11952,20251206,,,,,,,
20251203,2호선,Line 2,충정로(경기대입구),Chungjeongno (Kyonggi Univ.),12107,12904,20251206,,,,,,,
20251203,2호선,Line 2,신답,Sindap,1880,2189,20251206,,,,,,,
20251203,2호선,Line 2,신설동,Sinseol-dong,4052,4061,20251206,,,,,,,
20251203,2호선,Line 2,도림천,Dorimcheon,1501,1573,20251206,,,,,,,
20251203,2호선,Line 2,양천구청,Yangcheon-gu Office,7374,8002,20251206,,,,,,,
20251203,2호선,Line 2,신정네거리,Sinjeongnegeori,11065,11535,20251206,,,,,,,
20251203,1호선,Line 1,서울역,Seoul Station,76341,71541,20251206,,,,,,,
20251203,2호선,Line 2,용두(동대문구청),Yongdu (Dongdaemun-gu Office),2541,2505,20251206,,,,,,,
20251203,3호선,Line 3,지축,Jichuk,8066,8204,20251206,,,,,,,
20251203,3호선,Line 3,구파발,Gupabal,23922,22964,20251206,,,,,,,
20251203,3호선,Line 3,연신내,Yeonsinnae,38851,36925,20251206,,,,,,,
20251203,3호선,Line 3,불광,Bulgwang,17504,18634,20251206,,,,,,,
20251203,3호선,Line 3,녹번,Nokbeon,17137,15966,20251206,,,,,,,
20251203,3호선,Line 3,홍제,Hongje,19763,19024,20251206,,,,,,,
20251203,3호선,Line 3,무악재,Muakjae,4747,4707,20251206,,,,,,,
20251203,3호선,Line 3,독립문,Dongnimmun,8150,8565,20251206,,,,,,,
20251203,3호선,Line 3,경복궁(정부서울청사),Gyeongbokgung (Government Complex Seoul),27856,27360,20251206,,,,,,,
20251203,3호선,Line 3,안국,Anguk,27539,27921,20251206,,,,,,,
20251203,3호선,Line 3,종로3가,Jongno 3(sam)-ga,11880,12930,20251206,,,,,,,
20251203,3호선,Line 3,을지로3가,Euljiro 3(sam)-ga,14366,13909,20251206,,,,,,,
20251203,3호선,Line 3,충무로,Chungmuro,2,0,20251206,,,,,,,
20251203,3호선,Line 3,동대입구,Dongguk Univ,12464,13309,20251206,,,,,,,
20251203,3호선,Line 3,약수,Yaksu,14036,13738,20251206,,,,,,,
20251203,3호선,Line 3,금호,Geumho,8699,8286,20251206,,,,,,,
20251203,3호선,Line 3,옥수,Oksu,9426,9697,20251206,,,,,,,
20251203,3호선,Line 3,압구정,Apgujeong,33841,35978,20251206,,,,,,,
20251203,3호선,Line 3,신사,Sinsa,28729,29986,20251206,,,,,,,
20251203,3호선,Line 3,잠원,Jamwon,7859,7659,20251206,,,,,,,
20251203,3호선,Line 3,고속터미널,Express Bus Terminal,46994,44098,20251206,,,,,,,
20251203,3호선,Line 3,교대(법원.검찰청),Seoul Nat'l Univ. of Education,19636,11505,20251206,,,,,,,
20251203,3호선,Line 3,남부터미널(예술의전당),Nambu Bus Terminal (Seoul Arts Center),33272,33619,20251206,,,,,,,
20251203,3호선,Line 3,양재(서초구청),Yangjae (Seocho-gu Office),43767,46035,20251206,,,,,,,
20251203,3호선,Line 3,매봉,Maebong,14861,14332,20251206,,,,,,,
20251203,3호선,Line 3,도곡,Dogok,7032,6815,20251206,,,,,,,
20251203,3호선,Line 3,대치,Daechi,12422,12643,20251206,,,,,,,
20251203,3호선,Line 3,학여울,Hangnyeoul,2327,2315,20251206,,,,,,,
20251203,3호선,Line 3,대청,Daecheong,12109,11239,20251206,,,,,,,
20251203,3호선,Line 3,일원,Irwon,12878,12685,20251206,,,,,,,
20251203,3호선,Line 3,수서,Suseo,20083,19982,20251206,,,,,,,
20251203,3호선,Line 3,가락시장,Garak Market,10147,9823,20251206,,,,,,,
20251203,3호선,Line 3,경찰병원,Police Hospital,8548,8596,20251206,,,,,,,
20251203,3호선,Line 3,오금,Ogeum,7358,6572,20251206,,,,,,,
20251203,4호선,Line 4,불암산,Bulamsan,10154,8682,20251206,,,,,,,
20251203,4호선,Line 4,상계,Sanggye,20690,19804,20251206,,,,,,,
20251203,4호선,Line 4,노원,Nowon,21485,23840,20251206,,,,,,,
20251203,4호선,Line 4,창동,Chang-dong,28582,30161,20251206,,,,,,,
20251203,4호선,Line 4,쌍문,Ssangmun,31554,29382,20251206,,,,,,,
20251203,4호선,Line 4,수유(강북구청),Suyu (Gangbuk-gu Office),36235,36774,20251206,,,,,,,
20251203,4호선,Line 4,미아(서울사이버대학),Mia (Seoul Cyber University),17613,17293,20251206,,,,,,,
20251203,4호선,Line 4,미아사거리,Mia Sageori,27747,27666,20251206,,,,,,,
20251203,4호선,Line 4,길음,Gireum,24126,25223,20251206,,,,,,,
20251203,4호선,Line 4,성신여대입구(돈암),Sungshin Women’s Univ. (Donam),25159,24401,20251206,,,,,,,
20251203,4호선,Line 4,한성대입구(삼선교),Hansung Univ. (Samseongyo),16558,15922,20251206,,,,,,,
20251203,4호선,Line 4,혜화,Hyehwa,42202,41310,20251206,,,,,,,
20251203,4호선,Line 4,동대문,Dongdaemun,19430,20175,20251206,,,,,,,
20251203,4호선,Line 4,동대문역사문화공원(DDP),Dongdaemun History & Culture Park (DDP),20414,18217,20251206,,,,,,,
20251203,4호선,Line 4,충무로,Chungmuro,36866,37111,20251206,,,,,,,
20251203,4호선,Line 4,명동,Myeong-dong,38116,39806,20251206,,,,,,,
20251203,4호선,Line 4,회현(남대문시장),Hoehyeon (Namdaemun Market),30789,32014,20251206,,,,,,,
20251203,4호선,Line 4,서울역,Seoul Station,14500,23868,20251206,,,,,,,
20251203,4호선,Line 4,숙대입구(갈월),Sookmyung Women’s Univ. (Galwol),17748,17227,20251206,,,,,,,
20251203,4호선,Line 4,삼각지(전쟁기념관),Samgakji (War Memorial of Korea),7210,8157,20251206,,,,,,,
20251203,4호선,Line 4,신용산,Sinyongsan,24012,25197,20251206,,,,,,,
20251203,4호선,Line 4,이촌(국립중앙박물관),Ichon (National Museum of Korea),11868,13005,20251206,,,,,,,
20251203,4호선,Line 4,동작(현충원),Dongjak (National Cemetery),1744,1787,20251206,,,,,,,
20251203,4호선,Line 4,총신대입구(이수),Chongshin Univ. (Isu),21046,22796,20251206,,,,,,,
20251203,4호선,Line 4,사당,Sadang,28066,25001,20251206,,,,,,,
20251203,4호선,Line 4,남태령,Namtaeryeong,1662,1489,20251206,,,,,,,
20251203,5호선,Line 5,방화,Banghwa,7675,7432,20251206,,,,,,,
20251203,5호선,Line 5,개화산,Gaehwasan,6863,6612,20251206,,,,,,,
20251203,5호선,Line 5,김포공항,Gimpo International Airport,13331,8241,20251206,,,,,,,
20251203,5호선,Line 5,송정,Songjeong,6788,6416,20251206,,,,,,,
20251203,5호선,Line 5,마곡,Magok,17798,17629,20251206,,,,,,,
20251203,5호선,Line 5,발산,Balsan,26997,27103,20251206,,,,,,,
20251203,5호선,Line 5,우장산,Ujangsan,16532,16840,20251206,,,,,,,
20251203,5호선,Line 5,화곡,Hwagok,31412,29766,20251206,,,,,,,
20251203,5호선,Line 5,까치산,Kkachisan,29713,28872,20251206,,,,,,,
20251203,5호선,Line 5,신정(은행정),Sinjeong (Bank Area),15085,12656,20251206,,,,,,,
20251203,5호선,Line 5,목동,Mok-dong,17870,19854,20251206,,,,,,,
20251203,5호선,Line 5,오목교(목동운동장앞),Omokgyo (Mokdong Stadium),22927,24548,20251206,,,,,,,
20251203,5호선,Line 5,양평,Yangpyeong,9644,9551,20251206,,,,,,,
20251203,5호선,Line 5,영등포구청,Yeongdeungpo District Office,5568,5493,20251206,,,,,,,
20251203,5호선,Line 5,영등포시장,Yeongdeungpo Market,13170,13056,20251206,,,,,,,
20251203,5호선,Line 5,신길,Singil,5591,5935,20251206,,,,,,,
20251203,5호선,Line 5,여의도,Yeouido,37732,38020,20251206,,,,,,,
20251203,5호선,Line 5,여의나루,Yeouinaru,12047,13774,20251206,,,,,,,
20251203,5호선,Line 5,마포,Mapo,17392,17788,20251206,,,,,,,
20251203,5호선,Line 5,공덕,Gongdeok,16800,17752,20251206,,,,,,,
20251203,5호선,Line 5,애오개,Aeogae,7693,7627,20251206,,,,,,,
20251203,5호선,Line 5,충정로(경기대입구),Chungjeongno (Kyonggi Univ.),6029,6273,20251206,,,,,,,
20251203,5호선,Line 5,서대문,Seodaemun,23016,23239,20251206,,,,,,,
20251203,5호선,Line 5,광화문(세종문화회관),Gwanghwamun (Sejong Center),39466,41625,20251206,,,,,,,
20251203,5호선,Line 5,종로3가,Jongno 3(sam)-ga,14172,14175,20251206,,,,,,,
20251203,5호선,Line 5,을지로4가,Euljiro 4(sa)-ga,7476,7313,20251206,,,,,,,
20251203,5호선,Line 5,동대문역사문화공원(DDP),Dongdaemun History & Culture Park (DDP),3850,4351,20251206,,,,,,,
20251203,5호선,Line 5,청구,Cheonggu,3833,3694,20251206,,,,,,,
20251203,5호선,Line 5,신금호,Singeumho,7035,7463,20251206,,,,,,,
20251203,5호선,Line 5,행당,Haengdang,8956,8145,20251206,,,,,,,
20251203,5호선,Line 5,왕십리(성동구청),Wangsimni (Seongdong-gu Office),5253,5728,20251206,,,,,,,
20251203,5호선,Line 5,마장,Majang,6786,6604,20251206,,,,,,,
20251203,5호선,Line 5,답십리,Dapsimni,17654,16145,20251206,,,,,,,
20251203,5호선,Line 5,장한평,Janghanpyeong,22625,22653,20251206,,,,,,,
20251203,5호선,Line 5,군자(능동),Gunja (Neungdong),13121,14400,20251206,,,,,,,
20251203,5호선,Line 5,아차산(어린이대공원후문),Achasan (Children’s Grand Park Rear Gate),16403,16219,20251206,,,,,,,
20251203,5호선,Line 5,광나루(장신대),Gwangnaru (Korea Baptist Theological Univ.),12885,12371,20251206,,,,,,,
20251203,5호선,Line 5,천호(풍납토성),Cheonho (Pungnap Fortress),21252,20549,20251206,,,,,,,
20251203,5호선,Line 5,강동,Gangdong,21467,20660,20251206,,,,,,,
20251203,5호선,Line 5,길동,Gildong,9720,9884,20251206,,,,,,,
20251203,5호선,Line 5,굽은다리(강동구민회관앞),Gubeundari (Gangdong Community Center),10928,10623,20251206,,,,,,,
20251203,5호선,Line 5,명일,Myeongil,9038,9175,20251206,,,,,,,
20251203,5호선,Line 5,고덕,Godeok,11899,11433,20251206,,,,,,,
20251203,5호선,Line 5,상일동,Sangil-dong,16413,15786,20251206,,,,,,,
20251203,5호선,Line 5,둔촌동,Dunchon-dong,14793,14691,20251206,,,,,,,
20251203,5호선,Line 5,올림픽공원(한국체대),Olympic Park (Korea National Sport Univ.),5351,4473,20251206,,,,,,,
20251203,5호선,Line 5,방이,Bangi,8431,8775,20251206,,,,,,,
20251203,5호선,Line 5,오금,Ogeum,4314,4297,20251206,,,,,,,
20251203,5호선,Line 5,개롱,Gaerong,7214,7630,20251206,,,,,,,
20251203,5호선,Line 5,거여,Geoyeo,11435,11350,20251206,,,,,,,
20251203,5호선,Line 5,마천,Macheon,8044,7087,20251206,,,,,,,
20251203,5호선,Line 5,강일,Gangil,6557,6284,20251206,,,,,,,
20251203,5호선,Line 5,미사,Misa,19165,19315,20251206,,,,,,,
20251203,5호선,Line 5,하남풍산,Hanam Pungsan,5140,5022,20251206,,,,,,,
20251203,5호선,Line 5,하남시청(덕풍·신장),Hanam City Hall (Deokpung–Sinjang),9400,8777,20251206,,,,,,,
20251203,5호선,Line 5,하남검단산,Hanam Geomdansan,6873,6484,20251206,,,,,,,
20251203,6호선,Line 6,응암,Eungam,19684,19881,20251206,,,,,,,
20251203,6호선,Line 6,역촌,Yeokchon,4279,5048,20251206,,,,,,,
20251203,6호선,Line 6,불광,Bulgwang,5318,4872,20251206,,,,,,,
20251203,6호선,Line 6,독바위,Dokbawi,2861,3086,20251206,,,,,,,
20251203,6호선,Line 6,연신내,Yeonsinnae,3,0,20251206,,,,,,,
20251203,6호선,Line 6,구산,Gusan,8889,7110,20251206,,,,,,,
20251203,6호선,Line 6,새절(신사),Saejeol (Sinsa),14065,13410,20251206,,,,,,,
20251203,6호선,Line 6,증산(명지대앞),Jeungsan (Myongji Univ.),10090,10289,20251206,,,,,,,
20251203,6호선,Line 6,디지털미디어시티,Digital Media City,16369,18426,20251206,,,,,,,
20251203,6호선,Line 6,월드컵경기장(성산),World Cup Stadium (Seongsan),4048,4163,20251206,,,,,,,
20251203,6호선,Line 6,마포구청,Mapo-gu Office,16254,14922,20251206,,,,,,,
20251203,6호선,Line 6,망원,Mangwon,15897,16990,20251206,,,,,,,
20251203,6호선,Line 6,합정,Hapjeong,13758,13892,20251206,,,,,,,
20251203,6호선,Line 6,상수,Sangsu,11281,12408,20251206,,,,,,,
20251203,6호선,Line 6,광흥창(서강),Gwangheungchang (Sogang Univ.),10537,10730,20251206,,,,,,,
20251203,6호선,Line 6,대흥(서강대앞),Daeheung (Sogang Univ. Front),11611,12203,20251206,,,,,,,
20251203,6호선,Line 6,공덕,Gongdeok,21542,20909,20251206,,,,,,,
20251203,6호선,Line 6,효창공원앞,Hyochang Park,8892,8417,20251206,,,,,,,
20251203,6호선,Line 6,삼각지(전쟁기념관),Samgakji (War Memorial of Korea),8931,8178,20251206,,,,,,,
20251203,6호선,Line 6,녹사평(용산구청),Noksapyeong (Yongsan District Office),5291,5221,20251206,,,,,,,
20251203,6호선,Line 6,이태원,Itaewon,10700,11155,20251206,,,,,,,
20251203,6호선,Line 6,한강진,Hangangjin,10501,12132,20251206,,,,,,,
20251203,6호선,Line 6,버티고개,Beotigogae,2541,2213,20251206,,,,,,,
20251203,6호선,Line 6,약수,Yaksu,3957,3933,20251206,,,,,,,
20251203,6호선,Line 6,청구,Cheonggu,4217,4277,20251206,,,,,,,
20251203,6호선,Line 6,신당,Sindang,9729,10377,20251206,,,,,,,
20251203,6호선,Line 6,동묘앞,Dongmyo,8993,9727,20251206,,,,,,,
20251203,6호선,Line 6,창신,Changsin,4398,3795,20251206,,,,,,,
20251203,6호선,Line 6,보문,Bomun,9017,8561,20251206,,,,,,,
20251203,6호선,Line 6,안암(고대병원앞),Anam (Korea Univ. Hospital),16789,16701,20251206,,,,,,,
20251203,6호선,Line 6,고려대(종암),Korea Univ. (Jongam),10612,10133,20251206,,,,,,,
20251203,6호선,Line 6,월곡(동덕여대),Wolgok (Dongduk Women’s Univ.),13772,13258,20251206,,,,,,,
20251203,6호선,Line 6,상월곡(한국과학기술연구원),Sangwolgok (KIST),7656,7422,20251206,,,,,,,
20251203,6호선,Line 6,돌곶이,Dolgoji,13404,12637,20251206,,,,,,,
20251203,6호선,Line 6,석계,Seokgye,14128,14467,20251206,,,,,,,
20251203,6호선,Line 6,태릉입구,Taereung Entrance,6492,6982,20251206,,,,,,,
20251203,6호선,Line 6,화랑대(서울여대입구),Hwarangdae (Seoul Women’s Univ.),13745,11388,20251206,,,,,,,
20251203,6호선,Line 6,봉화산(서울의료원),Bonghwasan (Seoul Medical Center),9667,9009,20251206,,,,,,,
20251203,7호선,Line 7,장암,Jangam,2931,1018,20251206,,,,,,,
20251203,7호선,Line 7,도봉산,Dobongsan,10080,11123,20251206,,,,,,,
20251203,7호선,Line 7,수락산,Suraksan,13360,13401,20251206,,,,,,,
20251203,7호선,Line 7,마들,Madeul,14802,14242,20251206,,,,,,,
20251203,7호선,Line 7,노원,Nowon,22098,22544,20251206,,,,,,,
20251203,7호선,Line 7,중계,Junggye,17167,16216,20251206,,,,,,,
20251203,7호선,Line 7,하계,Hagye,20623,19564,20251206,,,,,,,
20251203,7호선,Line 7,공릉(서울과학기술대),Gongneung (SeoulTech),13562,13400,20251206,,,,,,,
20251203,7호선,Line 7,태릉입구,Taereung Entrance,9876,9414,20251206,,,,,,,
20251203,7호선,Line 7,먹골,Meokgol,11244,11239,20251206,,,,,,,
20251203,7호선,Line 7,중화,Junghwa,12245,12413,20251206,,,,,,,
20251203,7호선,Line 7,상봉,Sangbong,19076,18833,20251206,,,,,,,
20251203,7호선,Line 7,면목,Myeonmok,16663,16448,20251206,,,,,,,
20251203,7호선,Line 7,사가정,Sagajeong,17248,17701,20251206,,,,,,,
20251203,7호선,Line 7,용마산(용마폭포공원),Yongmasan (Yongma Falls Park),6209,6261,20251206,,,,,,,
20251203,7호선,Line 7,중곡,Junggok,12535,11819,20251206,,,,,,,
20251203,7호선,Line 7,군자(능동),Gunja (Neungdong),16657,13255,20251206,,,,,,,
20251203,7호선,Line 7,어린이대공원(세종대),Children’s Grand Park (Sejong Univ.),20273,21016,20251206,,,,,,,
20251203,7호선,Line 7,건대입구,Konkuk Univ,16180,16251,20251206,,,,,,,
20251203,7호선,Line 7,자양(뚝섬한강공원),Jayang (Ttukseom Hangang Park),7835,7745,20251206,,,,,,,
20251203,7호선,Line 7,청담,Cheongdam,20809,22985,20251206,,,,,,,
20251203,7호선,Line 7,강남구청,Gangnam-gu Office,18680,20982,20251206,,,,,,,
20251203,7호선,Line 7,학동,Hakdong,27676,28762,20251206,,,,,,,
20251203,7호선,Line 7,논현,Nonhyeon,21278,22115,20251206,,,,,,,
20251203,7호선,Line 7,반포,Banpo,7572,7326,20251206,,,,,,,
20251203,7호선,Line 7,고속터미널,Express Bus Terminal,17156,15546,20251206,,,,,,,
20251203,7호선,Line 7,내방,Naebang,17040,17061,20251206,,,,,,,
20251203,7호선,Line 7,이수,Isu,18515,18109,20251206,,,,,,,
20251203,7호선,Line 7,남성,Namseong,12688,12464,20251206,,,,,,,
20251203,7호선,Line 7,숭실대입구(살피재),Soongsil Univ. (Salpijae),17013,16973,20251206,,,,,,,
20251203,7호선,Line 7,상도,Sangdo,14074,14171,20251206,,,,,,,
20251203,7호선,Line 7,장승배기,Jangseungbaegi,10788,10771,20251206,,,,,,,
20251203,7호선,Line 7,신대방삼거리,Sindaebangsamgeori,16456,15990,20251206,,,,,,,
20251203,7호선,Line 7,보라매,Boramae,7170,7714,20251206,,,,,,,
20251203,7호선,Line 7,신풍,Sinpung,13302,12699,20251206,,,,,,,
20251203,7호선,Line 7,대림(구로구청),Daerim (Guro-gu Office),9065,9272,20251206,,,,,,,
20251203,7호선,Line 7,남구로,Namguro,16813,17941,20251206,,,,,,,
20251203,7호선,Line 7,가산디지털단지,Gasan Digital Complex,51073,50874,20251206,,,,,,,
20251203,7호선,Line 7,철산,Cheolsan,24549,25333,20251206,,,,,,,
20251203,7호선,Line 7,광명사거리,Gwangmyeong Sageori,23418,23029,20251206,,,,,,,
20251203,7호선,Line 7,천왕,Cheonwang,13222,12995,20251206,,,,,,,
20251203,7호선,Line 7,온수(성공회대입구),Onsu (Sungkonghoe Univ.),12051,11108,20251206,,,,,,,
20251203,8호선,Line 8,암사역사공원,Amsa Historic Park,7627,6622,20251206,,,,,,,
20251203,8호선,Line 8,암사,Amsa,17686,16573,20251206,,,,,,,
20251203,8호선,Line 8,천호(풍납토성),Cheonho (Pungnap Fortress),18925,21224,20251206,,,,,,,
20251203,8호선,Line 8,강동구청,Gangdong-gu Office,12164,12556,20251206,,,,,,,
20251203,8호선,Line 8,몽촌토성(평화의문),Mongchontoseong (Peace Gate),8246,8387,20251206,,,,,,,
20251203,8호선,Line 8,잠실(송파구청),Jamsil (Songpa-gu Office),21294,24296,20251206,,,,,,,
20251203,8호선,Line 8,석촌,Seokchon,9603,10621,20251206,,,,,,,
20251203,8호선,Line 8,송파,Songpa,11344,11413,20251206,,,,,,,
20251203,8호선,Line 8,가락시장,Garak Market,9716,10628,20251206,,,,,,,
20251203,8호선,Line 8,문정,Munjeong,26401,27427,20251206,,,,,,,
20251203,8호선,Line 8,장지,Jangji,19463,18141,20251206,,,,,,,
20251203,8호선,Line 8,복정,Bokjeong,11234,9676,20251206,,,,,,,
20251203,8호선,Line 8,남한산성입구(성남법원.검찰청),Namhansanseong Entrance (Seongnam Court & Prosecutors’ Office),15309,14066,20251206,,,,,,,
20251203,8호선,Line 8,단대오거리,Dandae Ogeori,13417,12971,20251206,,,,,,,
20251203,8호선,Line 8,신흥,Sinheung,5737,5989,20251206,,,,,,,
20251203,8호선,Line 8,수진,Sujin,6262,5932,20251206,,,,,,,
20251203,8호선,Line 8,모란,Moran,4881,3752,20251206,,,,,,,
20251203,8호선,Line 8,남위례,Nam Wirye,8268,7979,20251206,,,,,,,
20251203,9호선,Line 9,개화,Gaehwa,2811,1811,20251206,,,,,,,
20251203,9호선,Line 9,김포공항,Gimpo International Airport,5935,10358,20251206,,,,,,,
20251203,9호선,Line 9,공항시장,Airport Market,3125,3349,20251206,,,,,,,
20251203,9호선,Line 9,신방화,Sinbanghwa,7636,7698,20251206,,,,,,,
20251203,9호선,Line 9,마곡나루(서울식물원),Magoknaru (Seoul Botanic Park),16895,16086,20251206,,,,,,,
20251203,9호선,Line 9,양천향교,Yangcheon Hyanggyo,12644,13211,20251206,,,,,,,
20251203,9호선,Line 9,가양,Gayang,24450,24221,20251206,,,,,,,
20251203,9호선,Line 9,증미,Jeungmi,9471,9283,20251206,,,,,,,
20251203,9호선,Line 9,등촌,Deungchon,14272,13970,20251206,,,,,,,
20251203,9호선,Line 9,염창,Yeomchang,20091,19411,20251206,,,,,,,
20251203,9호선,Line 9,신목동,Sinmokdong,5133,4601,20251206,,,,,,,
20251203,9호선,Line 9,선유도,Seonyudo,10829,10002,20251206,,,,,,,
20251203,9호선,Line 9,당산,Dangsan,21663,21627,20251206,,,,,,,
20251203,9호선,Line 9,국회의사당,National Assembly,38130,34229,20251206,,,,,,,
20251203,9호선,Line 9,여의도,Yeouido,38821,36126,20251206,,,,,,,
20251203,9호선,Line 9,샛강,Saetgang,8064,8004,20251206,,,,,,,
20251203,9호선,Line 9,노량진,Noryangjin,31117,30595,20251206,,,,,,,
20251203,9호선,Line 9,노들,Nodeul,5297,4548,20251206,,,,,,,
20251203,9호선,Line 9,흑석(중앙대입구),Heukseok (Chung-Ang Univ.),11044,11519,20251206,,,,,,,
20251203,9호선,Line 9,동작(현충원),Dongjak (National Cemetery),1851,1539,20251206,,,,,,,
20251203,9호선,Line 9,구반포,Gubanpo,2498,2152,20251206,,,,,,,
20251203,9호선,Line 9,신반포,Sinbanpo,5261,5018,20251206,,,,,,,
20251203,9호선,Line 9,고속터미널,Express Bus Terminal,14904,19423,20251206,,,,,,,
20251203,9호선,Line 9,사평,Sapyeong,4732,4705,20251206,,,,,,,
20251203,9호선,Line 9,신논현,Sinnonhyeon,33349,33485,20251206,,,,,,,
20251203,9호선2~3단계,#N/A,언주,Eonju,13757,13779,20251206,,,,,,,
20251203,9호선2~3단계,#N/A,선정릉,Seonjeongneung,11562,12567,20251206,,,,,,,
20251203,9호선2~3단계,#N/A,삼성중앙,Samseong Jungang,9773,10069,20251206,,,,,,,
20251203,9호선2~3단계,#N/A,봉은사,Bongeunsa,25525,27441,20251206,,,,,,,
20251203,9호선2~3단계,#N/A,종합운동장,Sports Complex,5660,5793,20251206,,,,,,,
20251203,9호선2~3단계,#N/A,삼전,Samjeon,9469,9176,20251206,,,,,,,
20251203,9호선2~3단계,#N/A,석촌고분,Seokchon Ancient Tombs,8546,8389,20251206,,,,,,,
20251203,9호선2~3단계,#N/A,석촌,Seokchon,10522,9480,20251206,,,,,,,
20251203,9호선2~3단계,#N/A,송파나루,Songpa Naru,6524,7077,20251206,,,,,,,
20251203,9호선2~3단계,#N/A,한성백제,Hanseong Baekje,3757,3316,20251206,,,,,,,
