Date ,Route Name,Route Name (English),Station Name,Station Name (English),Boarding Passengers,Leaving Passengers,Recorded Date,,,Route Name,Route Name (English),,Station Name,Station Name (English)
20251214,8호선,Line 8,모란,Moran,5526,4473,20251217,,,,,,,
20251214,8호선,Line 8,남위례,Nam Wirye,4359,4300,20251217,,,,,,,
20251214,9호선,Line 9,개화,Gaehwa,1266,1111,20251217,,,,,,,
20251214,9호선,Line 9,김포공항,Gimpo International Airport,5918,12019,20251217,,,,,,,
20251214,9호선,Line 9,공항시장,Airport Market,1788,2087,20251217,,,,,,,
20251214,9호선,Line 9,신방화,Sinbanghwa,4198,4281,20251217,,,,,,,
20251214,9호선,Line 9,마곡나루(서울식물원),Magoknaru (Seoul Botanic Park),10011,9823,20251217,,,,,,,
20251214,9호선,Line 9,양천향교,Yangcheon Hyanggyo,4983,5250,20251217,,,,,,,
20251214,9호선,Line 9,가양,Gayang,12634,12416,20251217,,,,,,,
20251214,9호선,Line 9,증미,Jeungmi,3217,3091,20251217,,,,,,,
20251214,9호선,Line 9,등촌,Deungchon,6732,6757,20251217,,,,,,,
20251214,9호선,Line 9,염창,Yeomchang,10872,10601,20251217,,,,,,,
20251214,9호선,Line 9,신목동,Sinmokdong,2270,2109,20251217,,,,,,,
20251214,9호선,Line 9,선유도,Seonyudo,3584,3529,20251217,,,,,,,
20251214,9호선,Line 9,당산,Dangsan,11328,11007,20251217,,,,,,,
20251214,9호선,Line 9,국회의사당,National Assembly,7896,7375,20251217,,,,,,,
20251214,9호선,Line 9,여의도,Yeouido,13647,12111,20251217,,,,,,,
20251214,9호선,Line 9,샛강,Saetgang,2300,2273,20251217,,,,,,,
20251214,9호선,Line 9,노량진,Noryangjin,19748,20143,20251217,,,,,,,
20251214,9호선,Line 9,노들,Nodeul,3254,2797,20251217,,,,,,,
20251214,9호선,Line 9,흑석(중앙대입구),Heukseok (Chung-Ang Univ.),4664,4862,20251217,,,,,,,
20251214,9호선,Line 9,동작(현충원),Dongjak (National Cemetery),1458,1318,20251217,,,,,,,
20251214,9호선,Line 9,구반포,Gubanpo,449,426,20251217,,,,,,,
20251214,9호선,Line 9,신반포,Sinbanpo,3091,3071,20251217,,,,,,,
20251214,9호선,Line 9,고속터미널,Express Bus Terminal,15034,22460,20251217,,,,,,,
20251214,9호선,Line 9,사평,Sapyeong,2517,2297,20251217,,,,,,,
20251214,9호선,Line 9,신논현,Sinnonhyeon,20687,20184,20251217,,,,,,,
20251214,9호선2~3단계,#N/A,언주,Eonju,5248,5146,20251217,,,,,,,
20251214,9호선2~3단계,#N/A,선정릉,Seonjeongneung,4010,4533,20251217,,,,,,,
20251214,9호선2~3단계,#N/A,삼성중앙,Samseong Jungang,2794,2761,20251217,,,,,,,
20251214,9호선2~3단계,#N/A,봉은사,Bongeunsa,17361,18719,20251217,,,,,,,
20251214,9호선2~3단계,#N/A,종합운동장,Sports Complex,4439,3641,20251217,,,,,,,
20251214,9호선2~3단계,#N/A,삼전,Samjeon,4957,4792,20251217,,,,,,,
20251214,9호선2~3단계,#N/A,석촌고분,Seokchon Ancient Tombs,4541,4536,20251217,,,,,,,
20251214,9호선2~3단계,#N/A,석촌,Seokchon,6800,5993,20251217,,,,,,,
20251214,9호선2~3단계,#N/A,송파나루,Songpa Naru,4277,4605,20251217,,,,,,,
20251214,9호선2~3단계,#N/A,한성백제,Hanseong Baekje,2196,1922,20251217,,,,,,,
20251214,9호선2~3단계,#N/A,올림픽공원(한국체대),Olympic Park (Korea National Sport Univ.),10031,10919,20251217,,,,,,,
20251214,9호선2~3단계,#N/A,둔촌오륜,Dunchon Oryun,2641,2694,20251217,,,,,,,
20251214,9호선2~3단계,#N/A,중앙보훈병원,Central Veterans Hospital,5576,5072,20251217,,,,,,,
20251214,경강선,Gyeonggang Line,판교,Pangyo,3857,3321,20251217,,,,,,,
20251214,경강선,Gyeonggang Line,이매,Imae,725,571,20251217,,,,,,,
20251214,경강선,Gyeonggang Line,삼동,Samdong,1303,1223,20251217,,,,,,,
20251214,경강선,Gyeonggang Line,경기광주,Gyeonggi Gwangju,4692,4844,20251217,,,,,,,
20251214,경강선,Gyeonggang Line,초월,Chowol,2276,2150,20251217,,,,,,,
20251214,경강선,Gyeonggang Line,곤지암,Gonjiam,1767,1785,20251217,,,,,,,
20251214,경강선,Gyeonggang Line,신둔도예촌,Sindun Ceramic Village,1129,1105,20251217,,,,,,,
20251214,경강선,Gyeonggang Line,이천,Icheon,2698,3002,20251217,,,,,,,
20251214,경강선,Gyeonggang Line,부발,Bubal,1897,2427,20251217,,,,,,,
20251214,경강선,Gyeonggang Line,세종대왕릉,King Sejong’s Tomb,292,284,20251217,,,,,,,
20251214,경강선,Gyeonggang Line,여주,Yeoju,3119,2895,20251217,,,,,,,
20251214,경강선,Gyeonggang Line,성남,Seongnam,866,769,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,서울역,Seoul Station,13867,4149,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,남영,Namyeong,6898,6976,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,용산,Yongsan,53263,49928,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,노량진,Noryangjin,8967,9671,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,대방,Daebang,5771,6905,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,영등포,Yeongdeungpo,42848,41450,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,신도림,Sindorim,2710,3156,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,신길,Singil,5356,5034,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,구로,Guro,12757,12655,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,가산디지털단지,Gasan Digital Complex,5515,7479,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,금천구청,Geumcheon-gu Office,6672,6725,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,석수,Seoksu,5328,5026,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,관악,Gwanak,5266,4982,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,안양,Anyang,15268,15061,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,명학,Myeonghak,4081,3998,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,금정,Geumjeong,18218,18269,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,군포,Gunpo,3160,3000,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,의왕,Uiwang,4938,4900,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,성균관대,Sungkyunkwan Univ.,9672,10061,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,화서,Hwaseo,9758,9620,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,수원,Suwon,43015,41796,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,독산,Doksan,7642,7637,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,세류,Seryu,2790,2733,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,병점,Byeongjeom,11450,12099,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,세마,Sema,2325,2188,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,오산대,Osan Univ.,2717,2572,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,오산,Osan,9556,9775,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,진위,Jinwi,988,1034,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,송탄,Songtan,3902,4123,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,서정리,Seojeong-ri,6116,7823,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,평택지제,Pyeongtaek Jije,3595,3452,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,평택,Pyeongtaek,12990,13569,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,성환,Seonghwan,3095,3587,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,직산,Jiksan,770,904,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,두정,Dujeong,6245,7252,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,천안,Cheonan,7501,7361,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,당정,Dangjeong,3660,3728,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,서동탄,Seodongtan,876,898,20251217,,,,,,,
20251214,경부선,Gyeongbu Line,광명,Gwangmyeong,3592,2488,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,이촌(국립중앙박물관),Ichon (National Museum of Korea),2790,2270,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,서빙고,Seobinggo,2466,2625,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,한남,Hannam,1821,1920,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,옥수,Oksu,60,28,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,응봉,Eungbong,1128,1007,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,왕십리(성동구청),Wangsimni (Seongdong-gu Office),12466,12655,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,청량리(서울시립대입구),Cheongnyangni (University of Seoul),17759,16914,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,외대앞,Hankuk Univ. of Foreign Studies,6676,6579,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,신이문,Sinimun,5279,5009,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,석계,Seokgye,5253,5885,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,광운대,Kwangwoon Univ.,5176,5055,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,월계,Wolgye,4027,3791,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,녹천,Nokcheon,2763,2434,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,창동,Chang-dong,6,0,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,방학,Banghak,7125,6775,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,도봉,Dobong,3705,3465,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,도봉산,Dobongsan,7481,5022,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,망월사,Mangwolsa,5698,5775,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,회룡,Hoeryong,8722,8713,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,의정부,Uijeongbu,15703,15596,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,가능,Ganeung,4115,3961,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,녹양,Nogyang,3020,2885,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,양주,Yangju,5272,5184,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,덕계,Deokgye,4117,3911,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,덕정,Deokjeong,3890,3976,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,지행,Jihaeng,4750,4900,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,동두천중앙,Dongducheon Jungang,1903,1868,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,보산,Bosan,1295,1420,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,동두천,Dongducheon,1075,1214,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,소요산,Soyosan,2574,2564,20251217,,,,,,,
20251214,경원선,Gyeongwon Line,청산,Cheongsan,115,119,20251217,,,,,,,
20251214,안산선,Ansan Line,한대앞,Hanyang Univ. at Ansan,6391,6339,20251217,,,,,,,
20251215,1호선,Line 1,서울역,Seoul Station,79168,74045,20251218,,,,,,,
20251215,1호선,Line 1,시청,City Hall,30689,30510,20251218,,,,,,,
20251215,1호선,Line 1,종각,Jonggak,48801,47081,20251218,,,,,,,
20251215,1호선,Line 1,종로3가,Jongno 3(sam)-ga,27457,24017,20251218,,,,,,,
20251215,1호선,Line 1,종로5가,Jongno 5(o)-ga,25439,25199,20251218,,,,,,,
20251215,1호선,Line 1,동대문,Dongdaemun,12699,12276,20251218,,,,,,,
20251215,1호선,Line 1,신설동,Sinseol-dong,15505,15026,20251218,,,,,,,
20251215,1호선,Line 1,제기동,Jegi-dong,17202,17557,20251218,,,,,,,
20251215,1호선,Line 1,청량리(서울시립대입구),Cheongnyangni (University of Seoul),24676,24476,20251218,,,,,,,
20251215,1호선,Line 1,동묘앞,Dongmyo,9144,9384,20251218,,,,,,,
20251215,2호선,Line 2,시청,City Hall,31838,30005,20251218,,,,,,,
20251215,2호선,Line 2,을지로입구,Euljiro 1(il)-ga,58868,60725,20251218,,,,,,,
20251215,2호선,Line 2,을지로3가,Euljiro 3(sam)-ga,28939,28932,20251218,,,,,,,
20251215,2호선,Line 2,을지로4가,Euljiro 4(sa)-ga,17080,16701,20251218,,,,,,,
20251215,2호선,Line 2,동대문역사문화공원(DDP),Dongdaemun History & Culture Park (DDP),15295,17558,20251218,,,,,,,
20251215,2호선,Line 2,신당,Sindang,16158,16604,20251218,,,,,,,
20251215,2호선,Line 2,상왕십리,Sangwangsimni,16099,15913,20251218,,,,,,,
20251215,2호선,Line 2,왕십리(성동구청),Wangsimni (Seongdong-gu Office),17162,15266,20251218,,,,,,,
20251215,2호선,Line 2,한양대,Hanyang University,15624,17202,20251218,,,,,,,
20251215,2호선,Line 2,뚝섬,Ttukseom,27023,28350,20251218,,,,,,,
20251215,2호선,Line 2,성수,Seongsu,58356,62607,20251218,,,,,,,
20251215,2호선,Line 2,건대입구,Konkuk Univ,38876,40120,20251218,,,,,,,
20251215,2호선,Line 2,구의(광진구청),Guui (Gwangjin-gu Office),30645,30484,20251218,,,,,,,
20251215,2호선,Line 2,강변(동서울터미널),Gangbyeon (East Seoul Bus Terminal),28983,25773,20251218,,,,,,,
20251215,2호선,Line 2,잠실나루,Jamsilnaru,17468,17042,20251218,,,,,,,
20251215,2호선,Line 2,잠실(송파구청),Jamsil (Songpa-gu Office),86300,85216,20251218,,,,,,,
20251215,2호선,Line 2,잠실새내,Jamsilsaenae,26309,25639,20251218,,,,,,,
20251215,2호선,Line 2,종합운동장,Sports Complex,8413,9286,20251218,,,,,,,
20251215,2호선,Line 2,삼성(무역센터),Samseong (World Trade Center),61268,61682,20251218,,,,,,,
20251215,2호선,Line 2,선릉,Seolleung,68451,59377,20251218,,,,,,,
20251215,2호선,Line 2,역삼,Yeoksam,60028,67943,20251218,,,,,,,
20251215,2호선,Line 2,강남,Gangnam,91602,89721,20251218,,,,,,,
20251215,2호선,Line 2,교대(법원.검찰청),Seoul Nat'l Univ. of Education,36376,43579,20251218,,,,,,,
20251215,2호선,Line 2,서초,Seocho,25037,24883,20251218,,,,,,,
20251215,2호선,Line 2,방배,Bangbae,20990,21469,20251218,,,,,,,
20251215,2호선,Line 2,사당,Sadang,45542,49196,20251218,,,,,,,
20251215,2호선,Line 2,낙성대(강감찬),Nakseongdae (Gang Gam-chan),29311,29187,20251218,,,,,,,
20251215,2호선,Line 2,서울대입구(관악구청),Seoul Nat'l Univ. (Gwanak-gu Office),49607,48259,20251218,,,,,,,
20251215,2호선,Line 2,봉천,Bongcheon,26917,25713,20251218,,,,,,,
20251215,2호선,Line 2,신림,Sillim,59260,58285,20251218,,,,,,,
20251215,2호선,Line 2,신대방,Sindaebang,26507,25588,20251218,,,,,,,
20251215,2호선,Line 2,구로디지털단지,Guro Digital Complex,64099,63607,20251218,,,,,,,
20251215,2호선,Line 2,대림(구로구청),Daerim (Guro-gu Office),27231,27625,20251218,,,,,,,
20251215,2호선,Line 2,신도림,Sindorim,51344,48842,20251218,,,,,,,
20251215,2호선,Line 2,문래,Mullae,26206,26463,20251218,,,,,,,
20251215,2호선,Line 2,영등포구청,Yeongdeungpo District Office,26533,27449,20251218,,,,,,,
20251215,2호선,Line 2,당산,Dangsan,20277,23293,20251218,,,,,,,
20251215,2호선,Line 2,합정,Hapjeong,31772,33704,20251218,,,,,,,
20251215,2호선,Line 2,홍대입구,Hongik University,69935,69924,20251218,,,,,,,
20251215,2호선,Line 2,신촌,Sinchon,40054,39908,20251218,,,,,,,
20251215,2호선,Line 2,이대,Ewha Womans University,17730,19722,20251218,,,,,,,
20251215,2호선,Line 2,아현,Ahyeon,12339,11697,20251218,,,,,,,
20251215,2호선,Line 2,충정로(경기대입구),Chungjeongno (Kyonggi Univ.),11483,12243,20251218,,,,,,,
20251215,2호선,Line 2,용답,Yongdap,3192,3272,20251218,,,,,,,
20251215,2호선,Line 2,신답,Sindap,1871,2160,20251218,,,,,,,
20251215,2호선,Line 2,신설동,Sinseol-dong,3910,4097,20251218,,,,,,,
20251215,2호선,Line 2,도림천,Dorimcheon,1543,1573,20251218,,,,,,,
20251215,2호선,Line 2,양천구청,Yangcheon-gu Office,7623,8103,20251218,,,,,,,
20251215,2호선,Line 2,신정네거리,Sinjeongnegeori,11269,11575,20251218,,,,,,,
20251215,2호선,Line 2,용두(동대문구청),Yongdu (Dongdaemun-gu Office),2628,2762,20251218,,,,,,,
20251215,3호선,Line 3,지축,Jichuk,8300,8494,20251218,,,,,,,
20251215,3호선,Line 3,구파발,Gupabal,24669,23544,20251218,,,,,,,
20251215,3호선,Line 3,연신내,Yeonsinnae,39797,38196,20251218,,,,,,,
20251215,3호선,Line 3,불광,Bulgwang,17956,18929,20251218,,,,,,,
20251215,3호선,Line 3,녹번,Nokbeon,16818,15833,20251218,,,,,,,
20251215,3호선,Line 3,홍제,Hongje,19753,18845,20251218,,,,,,,
20251215,3호선,Line 3,무악재,Muakjae,4758,4582,20251218,,,,,,,
20251215,3호선,Line 3,독립문,Dongnimmun,8101,8393,20251218,,,,,,,
20251215,3호선,Line 3,경복궁(정부서울청사),Gyeongbokgung (Government Complex Seoul),27599,27571,20251218,,,,,,,
20251215,3호선,Line 3,안국,Anguk,27706,28817,20251218,,,,,,,
20251215,3호선,Line 3,종로3가,Jongno 3(sam)-ga,12041,13369,20251218,,,,,,,
20251215,3호선,Line 3,을지로3가,Euljiro 3(sam)-ga,14954,14337,20251218,,,,,,,
20251215,3호선,Line 3,충무로,Chungmuro,7,0,20251218,,,,,,,
20251215,3호선,Line 3,동대입구,Dongguk Univ,10715,11643,20251218,,,,,,,
20251215,3호선,Line 3,약수,Yaksu,14151,13910,20251218,,,,,,,
20251215,3호선,Line 3,금호,Geumho,8795,8408,20251218,,,,,,,
20251215,3호선,Line 3,옥수,Oksu,9782,10064,20251218,,,,,,,
20251215,3호선,Line 3,압구정,Apgujeong,34544,37177,20251218,,,,,,,
20251215,3호선,Line 3,신사,Sinsa,30653,31842,20251218,,,,,,,
20251215,3호선,Line 3,잠원,Jamwon,8063,7704,20251218,,,,,,,
20251215,3호선,Line 3,고속터미널,Express Bus Terminal,49569,47030,20251218,,,,,,,
20251215,3호선,Line 3,교대(법원.검찰청),Seoul Nat'l Univ. of Education,20168,11560,20251218,,,,,,,
20251215,3호선,Line 3,남부터미널(예술의전당),Nambu Bus Terminal (Seoul Arts Center),32607,33362,20251218,,,,,,,
20251215,3호선,Line 3,양재(서초구청),Yangjae (Seocho-gu Office),43490,46277,20251218,,,,,,,
20251215,3호선,Line 3,매봉,Maebong,15104,14720,20251218,,,,,,,
20251215,3호선,Line 3,도곡,Dogok,7450,7377,20251218,,,,,,,
20251215,3호선,Line 3,대치,Daechi,13285,13148,20251218,,,,,,,
20251215,3호선,Line 3,학여울,Hangnyeoul,2464,2461,20251218,,,,,,,
20251215,3호선,Line 3,대청,Daecheong,12377,11517,20251218,,,,,,,
20251215,3호선,Line 3,일원,Irwon,13633,13485,20251218,,,,,,,
20251215,3호선,Line 3,수서,Suseo,20239,20324,20251218,,,,,,,
20251215,3호선,Line 3,가락시장,Garak Market,10593,10509,20251218,,,,,,,
20251215,3호선,Line 3,경찰병원,Police Hospital,8701,8656,20251218,,,,,,,
20251215,3호선,Line 3,오금,Ogeum,7376,6556,20251218,,,,,,,
20251215,4호선,Line 4,불암산,Bulamsan,10297,8669,20251218,,,,,,,
20251215,4호선,Line 4,상계,Sanggye,21168,20030,20251218,,,,,,,
20251215,4호선,Line 4,노원,Nowon,22245,24781,20251218,,,,,,,
20251215,4호선,Line 4,창동,Chang-dong,28722,30081,20251218,,,,,,,
20251215,4호선,Line 4,쌍문,Ssangmun,31164,29685,20251218,,,,,,,
20251215,4호선,Line 4,수유(강북구청),Suyu (Gangbuk-gu Office),36355,36824,20251218,,,,,,,
20251215,4호선,Line 4,미아(서울사이버대학),Mia (Seoul Cyber University),17742,17465,20251218,,,,,,,
20251215,4호선,Line 4,미아사거리,Mia Sageori,27631,27504,20251218,,,,,,,
20251215,4호선,Line 4,길음,Gireum,23050,23049,20251218,,,,,,,
20251215,4호선,Line 4,성신여대입구(돈암),Sungshin Women’s Univ. (Donam),24553,23794,20251218,,,,,,,
20251215,4호선,Line 4,한성대입구(삼선교),Hansung Univ. (Samseongyo),15773,15039,20251218,,,,,,,
20251215,4호선,Line 4,혜화,Hyehwa,38398,38066,20251218,,,,,,,
20251215,4호선,Line 4,동대문,Dongdaemun,20923,21490,20251218,,,,,,,
20251215,4호선,Line 4,동대문역사문화공원(DDP),Dongdaemun History & Culture Park (DDP),20665,17886,20251218,,,,,,,
20251215,4호선,Line 4,충무로,Chungmuro,35418,36132,20251218,,,,,,,
20251215,4호선,Line 4,명동,Myeong-dong,39247,41442,20251218,,,,,,,
20251215,4호선,Line 4,회현(남대문시장),Hoehyeon (Namdaemun Market),31766,33348,20251218,,,,,,,
20251215,4호선,Line 4,서울역,Seoul Station,14504,24364,20251218,,,,,,,
20251215,4호선,Line 4,숙대입구(갈월),Sookmyung Women’s Univ. (Galwol),15908,15439,20251218,,,,,,,
20251215,4호선,Line 4,삼각지(전쟁기념관),Samgakji (War Memorial of Korea),6884,7821,20251218,,,,,,,
20251215,4호선,Line 4,신용산,Sinyongsan,22995,24826,20251218,,,,,,,
20251215,4호선,Line 4,이촌(국립중앙박물관),Ichon (National Museum of Korea),11543,12494,20251218,,,,,,,
20251215,4호선,Line 4,동작(현충원),Dongjak (National Cemetery),1917,1909,20251218,,,,,,,
20251215,4호선,Line 4,총신대입구(이수),Chongshin Univ. (Isu),21470,23120,20251218,,,,,,,
20251215,4호선,Line 4,사당,Sadang,27377,24531,20251218,,,,,,,
20251215,4호선,Line 4,남태령,Namtaeryeong,1458,1289,20251218,,,,,,,
20251215,5호선,Line 5,방화,Banghwa,7797,7552,20251218,,,,,,,
20251215,5호선,Line 5,개화산,Gaehwasan,6838,6635,20251218,,,,,,,
20251215,5호선,Line 5,김포공항,Gimpo International Airport,14415,8991,20251218,,,,,,,
20251215,5호선,Line 5,송정,Songjeong,6867,6525,20251218,,,,,,,
20251215,5호선,Line 5,마곡,Magok,18009,17739,20251218,,,,,,,
20251215,5호선,Line 5,발산,Balsan,27057,27718,20251218,,,,,,,
20251215,5호선,Line 5,우장산,Ujangsan,16567,16581,20251218,,,,,,,
20251215,5호선,Line 5,화곡,Hwagok,31724,29774,20251218,,,,,,,
20251215,5호선,Line 5,까치산,Kkachisan,30264,29296,20251218,,,,,,,
20251215,5호선,Line 5,신정(은행정),Sinjeong (Bank Area),15104,12720,20251218,,,,,,,
20251215,5호선,Line 5,목동,Mok-dong,18222,20213,20251218,,,,,,,
20251215,5호선,Line 5,오목교(목동운동장앞),Omokgyo (Mokdong Stadium),22918,24467,20251218,,,,,,,
20251215,5호선,Line 5,양평,Yangpyeong,9705,9718,20251218,,,,,,,
20251215,5호선,Line 5,영등포구청,Yeongdeungpo District Office,5726,5808,20251218,,,,,,,
20251215,5호선,Line 5,영등포시장,Yeongdeungpo Market,12991,13171,20251218,,,,,,,
20251215,5호선,Line 5,신길,Singil,5385,5709,20251218,,,,,,,
20251215,5호선,Line 5,여의도,Yeouido,34417,36261,20251218,,,,,,,
20251215,5호선,Line 5,여의나루,Yeouinaru,11931,13891,20251218,,,,,,,
20251215,5호선,Line 5,마포,Mapo,17488,17907,20251218,,,,,,,
20251215,5호선,Line 5,공덕,Gongdeok,16978,17765,20251218,,,,,,,
20251215,5호선,Line 5,애오개,Aeogae,7572,7438,20251218,,,,,,,
20251215,5호선,Line 5,충정로(경기대입구),Chungjeongno (Kyonggi Univ.),5686,5908,20251218,,,,,,,
20251215,5호선,Line 5,서대문,Seodaemun,22442,22794,20251218,,,,,,,
20251215,5호선,Line 5,광화문(세종문화회관),Gwanghwamun (Sejong Center),40739,42828,20251218,,,,,,,
20251215,5호선,Line 5,종로3가,Jongno 3(sam)-ga,15310,15063,20251218,,,,,,,
20251215,5호선,Line 5,을지로4가,Euljiro 4(sa)-ga,7791,7617,20251218,,,,,,,
20251215,5호선,Line 5,동대문역사문화공원(DDP),Dongdaemun History & Culture Park (DDP),3878,4362,20251218,,,,,,,
20251215,5호선,Line 5,청구,Cheonggu,3931,3691,20251218,,,,,,,
20251215,5호선,Line 5,신금호,Singeumho,7041,7465,20251218,,,,,,,
20251215,5호선,Line 5,행당,Haengdang,8918,8028,20251218,,,,,,,
20251215,5호선,Line 5,왕십리(성동구청),Wangsimni (Seongdong-gu Office),5092,5625,20251218,,,,,,,
20251215,5호선,Line 5,마장,Majang,6799,6533,20251218,,,,,,,
20251215,5호선,Line 5,답십리,Dapsimni,17602,16095,20251218,,,,,,,
20251215,5호선,Line 5,장한평,Janghanpyeong,21894,21856,20251218,,,,,,,
20251215,5호선,Line 5,군자(능동),Gunja (Neungdong),13167,14366,20251218,,,,,,,
20251215,5호선,Line 5,아차산(어린이대공원후문),Achasan (Children’s Grand Park Rear Gate),15463,15409,20251218,,,,,,,
20251215,5호선,Line 5,광나루(장신대),Gwangnaru (Korea Baptist Theological Univ.),12676,12093,20251218,,,,,,,
20251215,5호선,Line 5,천호(풍납토성),Cheonho (Pungnap Fortress),21748,21133,20251218,,,,,,,
20251215,5호선,Line 5,강동,Gangdong,20884,20417,20251218,,,,,,,
20251215,5호선,Line 5,길동,Gildong,10162,10428,20251218,,,,,,,
20251215,5호선,Line 5,굽은다리(강동구민회관앞),Gubeundari (Gangdong Community Center),10916,10597,20251218,,,,,,,
20251215,5호선,Line 5,명일,Myeongil,9211,9050,20251218,,,,,,,
20251215,5호선,Line 5,고덕,Godeok,12306,12048,20251218,,,,,,,
20251215,5호선,Line 5,상일동,Sangil-dong,16756,15950,20251218,,,,,,,
20251215,5호선,Line 5,둔촌동,Dunchon-dong,15384,15123,20251218,,,,,,,
20251215,5호선,Line 5,올림픽공원(한국체대),Olympic Park (Korea National Sport Univ.),5182,4339,20251218,,,,,,,
20251215,5호선,Line 5,방이,Bangi,8282,8644,20251218,,,,,,,
20251215,5호선,Line 5,오금,Ogeum,4191,4345,20251218,,,,,,,
20251215,5호선,Line 5,개롱,Gaerong,7285,7514,20251218,,,,,,,
20251215,5호선,Line 5,거여,Geoyeo,11441,11344,20251218,,,,,,,
20251215,5호선,Line 5,마천,Macheon,8183,7263,20251218,,,,,,,
20251215,5호선,Line 5,강일,Gangil,6790,6505,20251218,,,,,,,
20251215,5호선,Line 5,미사,Misa,19825,19766,20251218,,,,,,,
20251215,5호선,Line 5,하남풍산,Hanam Pungsan,5229,5115,20251218,,,,,,,
20251215,5호선,Line 5,하남시청(덕풍·신장),Hanam City Hall (Deokpung–Sinjang),9543,9061,20251218,,,,,,,
20251215,5호선,Line 5,하남검단산,Hanam Geomdansan,7299,6924,20251218,,,,,,,
20251215,6호선,Line 6,응암,Eungam,19854,19814,20251218,,,,,,,
20251215,6호선,Line 6,역촌,Yeokchon,4211,5071,20251218,,,,,,,
20251215,6호선,Line 6,불광,Bulgwang,5056,4686,20251218,,,,,,,
20251215,6호선,Line 6,독바위,Dokbawi,2889,3002,20251218,,,,,,,
20251215,6호선,Line 6,연신내,Yeonsinnae,2,0,20251218,,,,,,,
20251215,6호선,Line 6,구산,Gusan,9042,7116,20251218,,,,,,,
20251215,6호선,Line 6,새절(신사),Saejeol (Sinsa),13864,13160,20251218,,,,,,,
